STT,Mã t?nh (BNV),Tên t?nh/TP m?i,Mã t?nh (TMS),Mã Qu?n huy?n TMS (c?) CQT ?ã rà soát,Tên Qu?n huy?n TMS (c?),S? t? t?ng,Mã ph??ng/xã m?i ,Tên Ph??ng/Xã m?i,Tr?ng thái rà soát cu?i,
1045,11,T?nh L?ng S?n,209,20921,Huy?n H?u L?ng,48,20921048,Xã Thi?n Tân,,
1046,11,T?nh L?ng S?n,209,20921,Huy?n H?u L?ng,49,20921049,Xã Yên Bình,,
1047,11,T?nh L?ng S?n,209,20921,Huy?n H?u L?ng,50,20921050,Xã H?u Liên,,
1048,11,T?nh L?ng S?n,209,20921,Huy?n H?u L?ng,51,20921051,Xã Cai Kinh,,
1049,11,T?nh L?ng S?n,209,20917,Huy?n Chi L?ng,52,20917052,Xã Chi L?ng,,
1050,11,T?nh L?ng S?n,209,20917,Huy?n Chi L?ng,53,20917053,Xã Nhân Lý,,
1051,11,T?nh L?ng S?n,209,20917,Huy?n Chi L?ng,54,20917054,Xã Chi?n Th?ng,,
1052,11,T?nh L?ng S?n,209,20917,Huy?n Chi L?ng,55,20917055,Xã Quan S?n,,
1053,11,T?nh L?ng S?n,209,20917,Huy?n Chi L?ng,56,20917056,Xã B?ng M?c,,
1054,11,T?nh L?ng S?n,209,20917,Huy?n Chi L?ng,57,20917057,Xã V?n Linh,,
1055,11,T?nh L?ng S?n,209,20913,Huy?n Cao L?c,58,20913058,Xã ??ng ??ng,,
1056,11,T?nh L?ng S?n,209,20913,Huy?n Cao L?c,59,20913059,Xã Cao L?c,,
1057,11,T?nh L?ng S?n,209,20913,Huy?n Cao L?c,60,20913060,Xã Công S?n,,
1058,11,T?nh L?ng S?n,209,20913,Huy?n Cao L?c,61,20913061,Xã Ba S?n,,
1059,11,T?nh L?ng S?n,209,20901,Thành ph? L?ng S?n,62,20901062,Ph??ng Tam Thanh,,
1060,11,T?nh L?ng S?n,209,20901,Thành ph? L?ng S?n,63,20901063,Ph??ng L??ng V?n Tri,,
1061,11,T?nh L?ng S?n,209,20913,Huy?n Cao L?c,64,20913064,Ph??ng K? L?a,,
1062,11,T?nh L?ng S?n,209,20901,Thành ph? L?ng S?n,65,20901065,Ph??ng ?ông Kinh,,
1099,12,T?nh Phú Th?,217,21701,Thành ph? Vi?t Trì,1,21701001,Ph??ng Vi?t Trì,,
1100,12,T?nh Phú Th?,217,21701,Thành ph? Vi?t Trì,2,21701002,Ph??ng Nông Trang,,
1101,12,T?nh Phú Th?,217,21701,Thành ph? Vi?t Trì,3,21701003,Ph??ng Thanh Mi?u,,
1102,12,T?nh Phú Th?,217,21701,Thành ph? Vi?t Trì,4,21701004,Ph??ng Vân Phú,,
1103,12,T?nh Phú Th?,217,21701,Thành ph? Vi?t Trì,5,21701005,Xã Hy C??ng,,
1104,12,T?nh Phú Th?,217,21721,Huy?n Lâm Thao,6,21721006,Xã Lâm Thao,,
1105,12,T?nh Phú Th?,217,21721,Huy?n Lâm Thao,7,21721007,Xã Xuân L?ng,,
1106,12,T?nh Phú Th?,217,21721,Huy?n Lâm Thao,8,21721008,Xã Phùng Nguyên,,
1107,12,T?nh Phú Th?,217,21721,Huy?n Lâm Thao,9,21721009,Xã B?n Nguyên,,
1108,12,T?nh Phú Th?,217,21703,Th? xã Phú Th?,10,21703010,Ph??ng Phong Châu,,
1109,12,T?nh Phú Th?,217,21703,Th? xã Phú Th?,11,21703011,Ph??ng Phú Th?,,
1110,12,T?nh Phú Th?,217,21703,Th? xã Phú Th?,12,21703012,Ph??ng Âu C?,,
1111,12,T?nh Phú Th?,217,21711,Huy?n Phù Ninh,13,21711013,Xã Phù Ninh,,
1112,12,T?nh Phú Th?,217,21711,Huy?n Phù Ninh,14,21711014,Xã Dân Ch?,,
1113,12,T?nh Phú Th?,217,21711,Huy?n Phù Ninh,15,21711015,Xã Phú M?,,
1114,12,T?nh Phú Th?,217,21711,Huy?n Phù Ninh,16,21711016,Xã Tr?m Th?n,,
1115,12,T?nh Phú Th?,217,21711,Huy?n Phù Ninh,17,21711017,Xã Bình Phú,,
1116,12,T?nh Phú Th?,217,21709,Huy?n Thanh Ba,18,21709018,Xã Thanh Ba,,
1117,12,T?nh Phú Th?,217,21709,Huy?n Thanh Ba,19,21709019,Xã Qu?ng Yên,,
1118,12,T?nh Phú Th?,217,21709,Huy?n Thanh Ba,20,21709020,Xã Hoàng C??ng,,
1119,12,T?nh Phú Th?,217,21709,Huy?n Thanh Ba,21,21709021,Xã ?ông Thành,,
1120,12,T?nh Phú Th?,217,21709,Huy?n Thanh Ba,22,21709022,Xã Chí Tiên,,
1121,12,T?nh Phú Th?,217,21709,Huy?n Thanh Ba,23,21709023,Xã Liên Minh,,
1122,12,T?nh Phú Th?,217,21705,Huy?n ?oan Hùng,24,21705024,Xã ?oan Hùng,,
1123,12,T?nh Phú Th?,217,21705,Huy?n ?oan Hùng,25,21705025,Xã Tây C?c,,
1124,12,T?nh Phú Th?,217,21705,Huy?n ?oan Hùng,26,21705026,Xã Chân M?ng,,
1125,12,T?nh Phú Th?,217,21705,Huy?n ?oan Hùng,27,21705027,Xã Chí ?ám,,
1126,12,T?nh Phú Th?,217,21705,Huy?n ?oan Hùng,28,21705028,Xã B?ng Luân,,
1127,12,T?nh Phú Th?,217,21707,Huy?n H? Hoà,29,21707029,Xã H? Hòa,,
1128,12,T?nh Phú Th?,217,21707,Huy?n H? Hoà,30,21707030,Xã ?an Th??ng,,
1129,12,T?nh Phú Th?,217,21707,Huy?n H? Hoà,31,21707031,Xã Yên K?,,
1130,12,T?nh Phú Th?,217,21707,Huy?n H? Hoà,32,21707032,Xã V?nh Chân,,
1131,12,T?nh Phú Th?,217,21707,Huy?n H? Hoà,33,21707033,Xã V?n Lang,,
1132,12,T?nh Phú Th?,217,21707,Huy?n H? Hoà,34,21707034,Xã Hi?n L??ng,,
1133,12,T?nh Phú Th?,217,21713,Huy?n C?m Khê,35,21713035,Xã C?m Khê,,
1134,12,T?nh Phú Th?,217,21713,Huy?n C?m Khê,36,21713036,Xã Phú Khê,,
1135,12,T?nh Phú Th?,217,21713,Huy?n C?m Khê,37,21713037,Xã Hùng Vi?t,,
1136,12,T?nh Phú Th?,217,21713,Huy?n C?m Khê,38,21713038,Xã ??ng L??ng,,
1137,12,T?nh Phú Th?,217,21713,Huy?n C?m Khê,39,21713039,Xã Tiên L??ng,,
1138,12,T?nh Phú Th?,217,21713,Huy?n C?m Khê,40,21713040,Xã Vân Bán,,
1139,12,T?nh Phú Th?,217,21717,Huy?n Tam Nông,41,21717041,Xã Tam Nông,,
1140,12,T?nh Phú Th?,217,21717,Huy?n Tam Nông,42,21717042,Xã Th? V?n,,
1141,12,T?nh Phú Th?,217,21717,Huy?n Tam Nông,43,21717043,Xã V?n Xuân,,
1142,12,T?nh Phú Th?,217,21717,Huy?n Tam Nông,44,21717044,Xã Hi?n Quan,,
1143,12,T?nh Phú Th?,217,21723,Huy?n Thanh Thu?,45,21723045,Xã Thanh Thu?,,
1144,12,T?nh Phú Th?,217,21723,Huy?n Thanh Thu?,46,21723046,Xã ?ào Xá,,
1145,12,T?nh Phú Th?,217,21723,Huy?n Thanh Thu?,47,21723047,Xã Tu V?,,
1146,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,48,21719048,Xã Thanh S?n,,
1147,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,49,21719049,Xã Võ Mi?u,,
1148,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,50,21719050,Xã V?n Mi?u,,
1149,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,51,21719051,Xã C? ??ng,,
1150,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,52,21719052,Xã H??ng C?n,,
1151,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,53,21719053,Xã Yên S?n,,
1152,12,T?nh Phú Th?,217,21719,Huy?n Thanh S?n,54,21719054,Xã Kh? C?u,,
1153,12,T?nh Phú Th?,217,21720,Huy?n Tân S?n,55,21720055,Xã Tân S?n,,
1154,12,T?nh Phú Th?,217,21720,Huy?n Tân S?n,56,21720056,Xã Minh ?ài,,
1155,12,T?nh Phú Th?,217,21720,Huy?n Tân S?n,57,21720057,Xã Lai ??ng,,
1156,12,T?nh Phú Th?,217,21720,Huy?n Tân S?n,58,21720058,Xã Thu Cúc,,
1157,12,T?nh Phú Th?,217,21720,Huy?n Tân S?n,59,21720059,Xã Xuân ?ài,,
1158,12,T?nh Phú Th?,217,21720,Huy?n Tân S?n,60,21720060,Xã Long C?c,,
1159,12,T?nh Phú Th?,217,21715,Huy?n Yên L?p,61,21715061,Xã Yên L?p,,
1160,12,T?nh Phú Th?,217,21715,Huy?n Yên L?p,62,21715062,Xã Th??ng Long,,
1161,12,T?nh Phú Th?,217,21715,Huy?n Yên L?p,63,21715063,Xã S?n L??ng,,
1162,12,T?nh Phú Th?,217,21715,Huy?n Yên L?p,64,21715064,Xã Xuân Viên,,
1163,12,T?nh Phú Th?,217,21715,Huy?n Yên L?p,65,21715065,Xã Minh Hòa,,
1164,12,T?nh Phú Th?,217,21715,Huy?n Yên L?p,66,21715066,Xã Trung S?n,,
1063,12,T?nh Phú Th?,217,21915,Huy?n Sông Lô,67,21915067,Xã Tam S?n,,
1064,12,T?nh Phú Th?,217,21915,Huy?n Sông Lô,68,21915068,Xã Sông Lô,,
1065,12,T?nh Phú Th?,217,21915,Huy?n Sông Lô,69,21915069,Xã H?i L?u,,
1066,12,T?nh Phú Th?,217,21915,Huy?n Sông Lô,70,21915070,Xã Yên Lãng,,
1067,12,T?nh Phú Th?,217,21903,Huy?n L?p Th?ch,71,21903071,Xã L?p Th?ch,,
1068,12,T?nh Phú Th?,217,21903,Huy?n L?p Th?ch,72,21903072,Xã Tiên L?,,
1069,12,T?nh Phú Th?,217,21903,Huy?n L?p Th?ch,73,21903073,Xã Thái Hòa,,
1070,12,T?nh Phú Th?,217,21903,Huy?n L?p Th?ch,74,21903074,Xã Liên Hòa,,
1071,12,T?nh Phú Th?,217,21903,Huy?n L?p Th?ch,75,21903075,Xã H?p Lý,,
1072,12,T?nh Phú Th?,217,21903,Huy?n L?p Th?ch,76,21903076,Xã S?n ?ông,,
1073,12,T?nh Phú Th?,217,21904,Huy?n Tam ??o,77,21904077,Xã Tam ??o,,
1074,12,T?nh Phú Th?,217,21904,Huy?n Tam ??o,78,21904078,Xã ??i ?ình,,
1075,12,T?nh Phú Th?,217,21904,Huy?n Tam ??o,79,21904079,Xã ??o Trù,,
1076,12,T?nh Phú Th?,217,21905,Huy?n Tam D??ng,80,21905080,Xã Tam D??ng,,
1077,12,T?nh Phú Th?,217,21905,Huy?n Tam D??ng,81,21905081,Xã H?i Th?nh,,
1078,12,T?nh Phú Th?,217,21905,Huy?n Tam D??ng,82,21905082,Xã Hoàng An,,
1079,12,T?nh Phú Th?,217,21905,Huy?n Tam D??ng,83,21905083,Xã Tam D??ng B?c,,
1080,12,T?nh Phú Th?,217,21907,Huy?n V?nh T??ng,84,21907084,Xã V?nh T??ng,,
1081,12,T?nh Phú Th?,217,21907,Huy?n V?nh T??ng,85,21907085,Xã Th? Tang,,
1082,12,T?nh Phú Th?,217,21907,Huy?n V?nh T??ng,86,21907086,Xã V?nh H?ng,,
1083,12,T?nh Phú Th?,217,21907,Huy?n V?nh T??ng,87,21907087,Xã V?nh An,,
1084,12,T?nh Phú Th?,217,21907,Huy?n V?nh T??ng,88,21907088,Xã V?nh Phú,,
1085,12,T?nh Phú Th?,217,21907,Huy?n V?nh T??ng,89,21907089,Xã V?nh Thành,,
1086,12,T?nh Phú Th?,217,21909,Huy?n Yên L?c,90,21909090,Xã Yên L?c,,
1087,12,T?nh Phú Th?,217,21909,Huy?n Yên L?c,91,21909091,Xã T? L?,,
1088,12,T?nh Phú Th?,217,21909,Huy?n Yên L?c,92,21909092,Xã Liên Châu,,
1089,12,T?nh Phú Th?,217,21909,Huy?n Yên L?c,93,21909093,Xã Tam H?ng,,
1090,12,T?nh Phú Th?,217,21909,Huy?n Yên L?c,94,21909094,Xã Nguy?t ??c,,
1091,12,T?nh Phú Th?,217,21913,Huy?n Bình Xuyên,95,21913095,Xã Bình Nguyên,,
1092,12,T?nh Phú Th?,217,21913,Huy?n Bình Xuyên,96,21913096,Xã Xuân Lãng,,
1093,12,T?nh Phú Th?,217,21913,Huy?n Bình Xuyên,97,21913097,Xã Bình Xuyên,,
1094,12,T?nh Phú Th?,217,21913,Huy?n Bình Xuyên,98,21913098,Xã Bình Tuy?n,,
1095,12,T?nh Phú Th?,217,21901,Thành ph? V?nh Yên,99,21901099,Ph??ng V?nh Phúc,,
1096,12,T?nh Phú Th?,217,21901,Thành ph? V?nh Yên,100,21901100,Ph??ng V?nh Yên,,
1097,12,T?nh Phú Th?,217,21902,Thành ph? Phúc Yên,101,21902101,Ph??ng Phúc Yên,,
1098,12,T?nh Phú Th?,217,21902,Thành ph? Phúc Yên,102,21902102,Ph??ng Xuân Hòa,,
1165,12,T?nh Phú Th?,217,30510,Huy?n Cao Phong,103,30510103,Xã Cao Phong,,
1166,12,T?nh Phú Th?,217,30510,Huy?n Cao Phong,104,30510104,Xã M??ng Thàng,,
1167,12,T?nh Phú Th?,217,30510,Huy?n Cao Phong,105,30510105,Xã Thung Nai,,
1168,12,T?nh Phú Th?,217,30503,Huy?n ?à B?c,106,30503106,Xã ?à B?c,,
1169,12,T?nh Phú Th?,217,30503,Huy?n ?à B?c,107,30503107,Xã Cao S?n,,
1170,12,T?nh Phú Th?,217,30503,Huy?n ?à B?c,108,30503108,Xã ??c Nhàn,,
1171,12,T?nh Phú Th?,217,30503,Huy?n ?à B?c,109,30503109,Xã Quy ??c,,
1172,12,T?nh Phú Th?,217,30503,Huy?n ?à B?c,110,30503110,Xã Tân Pheo,,
1173,12,T?nh Phú Th?,217,30503,Huy?n ?à B?c,111,30503111,Xã Ti?n Phong,,
1174,12,T?nh Phú Th?,217,30511,Huy?n Kim Bôi,112,30511112,Xã Kim Bôi,,
1175,12,T?nh Phú Th?,217,30511,Huy?n Kim Bôi,113,30511113,Xã M??ng ??ng,,
1176,12,T?nh Phú Th?,217,30511,Huy?n Kim Bôi,114,30511114,Xã D?ng Ti?n,,
1177,12,T?nh Phú Th?,217,30511,Huy?n Kim Bôi,115,30511115,Xã H?p Kim,,
1178,12,T?nh Phú Th?,217,30511,Huy?n Kim Bôi,116,30511116,Xã N?t S?n,,
1179,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,117,30515117,Xã L?c S?n,,
1180,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,118,30515118,Xã M??ng Vang,,
1181,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,119,30515119,Xã ??i ??ng,,
1182,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,120,30515120,Xã Ng?c S?n,,
1183,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,121,30515121,Xã Nhân Ngh?a,,
1184,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,122,30515122,Xã Quy?t Th?ng,,
1185,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,123,30515123,Xã Th??ng C?c,,
1186,12,T?nh Phú Th?,217,30515,Huy?n L?c S?n,124,30515124,Xã Yên Phú,,
1187,12,T?nh Phú Th?,217,30517,Huy?n L?c Thu?,125,30517125,Xã L?c Th?y,,
1188,12,T?nh Phú Th?,217,30517,Huy?n L?c Thu?,126,30517126,Xã An Bình,,
1189,12,T?nh Phú Th?,217,30517,Huy?n L?c Thu?,127,30517127,Xã An Ngh?a,,
1190,12,T?nh Phú Th?,217,30509,Huy?n L??ng S?n,128,30509128,Xã L??ng S?n,,
1191,12,T?nh Phú Th?,217,30509,Huy?n L??ng S?n,129,30509129,Xã Cao D??ng,,
1192,12,T?nh Phú Th?,217,30509,Huy?n L??ng S?n,130,30509130,Xã Liên S?n,,
1193,12,T?nh Phú Th?,217,30505,Huy?n Mai Châu,131,30505131,Xã Mai Châu,,
1194,12,T?nh Phú Th?,217,30505,Huy?n Mai Châu,132,30505132,Xã Bao La,,
1195,12,T?nh Phú Th?,217,30505,Huy?n Mai Châu,133,30505133,Xã Mai H?,,
1196,12,T?nh Phú Th?,217,30505,Huy?n Mai Châu,134,30505134,Xã Pà Cò,,
1197,12,T?nh Phú Th?,217,30505,Huy?n Mai Châu,135,30505135,Xã Tân Mai,,
1198,12,T?nh Phú Th?,217,30513,Huy?n Tân L?c,136,30513136,Xã Tân L?c,,
1199,12,T?nh Phú Th?,217,30513,Huy?n Tân L?c,137,30513137,Xã M??ng Bi,,
1200,12,T?nh Phú Th?,217,30513,Huy?n Tân L?c,138,30513138,Xã M??ng Hoa,,
1201,12,T?nh Phú Th?,217,30513,Huy?n Tân L?c,139,30513139,Xã Toàn Th?ng,,
1202,12,T?nh Phú Th?,217,30513,Huy?n Tân L?c,140,30513140,Xã Vân S?n,,
1203,12,T?nh Phú Th?,217,30519,Huy?n Yên Thu?,141,30519141,Xã Yên Th?y,,
1204,12,T?nh Phú Th?,217,30519,Huy?n Yên Thu?,142,30519142,Xã L?c L??ng,,
1205,12,T?nh Phú Th?,217,30519,Huy?n Yên Thu?,143,30519143,Xã Yên Tr?,,
1206,12,T?nh Phú Th?,217,30501,Thành ph? Hoà Bình,144,30501144,Xã Th?nh Minh,,
1207,12,T?nh Phú Th?,217,30501,Thành ph? Hoà Bình,145,30501145,Ph??ng Hoà Bình,,
1208,12,T?nh Phú Th?,217,30501,Thành ph? Hoà Bình,146,30501146,Ph??ng K? S?n,,
1209,12,T?nh Phú Th?,217,30501,Thành ph? Hoà Bình,147,30501147,Ph??ng Tân Hoà,,
1210,12,T?nh Phú Th?,217,30501,Thành ph? Hoà Bình,148,30501148,Ph??ng Th?ng Nh?t,,
1211,13,T?nh ?i?n Biên,301,30101,TP.?i?n Biên Ph?,1,30101001,Xã M??ng Ph?ng,,
1212,13,T?nh ?i?n Biên,301,30101,TP.?i?n Biên Ph?,2,30101002,Ph??ng ?i?n Biên Ph?,,
1213,13,T?nh ?i?n Biên,301,30101,TP.?i?n Biên Ph?,3,30101003,Ph??ng M??ng Thanh,,
1214,13,T?nh ?i?n Biên,301,30103,Th? xã M??ng Lay,4,30103004,Ph??ng M??ng Lay,,
1215,13,T?nh ?i?n Biên,301,30117,Huy?n ?i?n Biên,5,30117005,Xã Thanh N?a,,
1216,13,T?nh ?i?n Biên,301,30117,Huy?n ?i?n Biên,6,30117006,Xã Thanh An,,
1217,13,T?nh ?i?n Biên,301,30117,Huy?n ?i?n Biên,7,30117007,Xã Thanh Yên,,
1218,13,T?nh ?i?n Biên,301,30117,Huy?n ?i?n Biên,8,30117008,Xã Sam M?n,,
1219,13,T?nh ?i?n Biên,301,30117,Huy?n ?i?n Biên,9,30117009,Xã Núa Ngam,,
1220,13,T?nh ?i?n Biên,301,30117,Huy?n ?i?n Biên,10,30117010,Xã M??ng Nhà,,
1221,13,T?nh ?i?n Biên,301,30115,Huy?n Tu?n Giáo,11,30115011,Xã Tu?n Giáo,,
1222,13,T?nh ?i?n Biên,301,30115,Huy?n Tu?n Giáo,12,30115012,Xã Quài T?,,
1223,13,T?nh ?i?n Biên,301,30115,Huy?n Tu?n Giáo,13,30115013,Xã M??ng Mùn,,
1224,13,T?nh ?i?n Biên,301,30115,Huy?n Tu?n Giáo,14,30115014,Xã Pú Nhung,,
1225,13,T?nh ?i?n Biên,301,30115,Huy?n Tu?n Giáo,15,30115015,Xã Chi?ng Sinh,,
1226,13,T?nh ?i?n Biên,301,30113,Huy?n T?a Chùa,16,30113016,Xã T?a Chùa,,
1227,13,T?nh ?i?n Biên,301,30113,Huy?n T?a Chùa,17,30113017,Xã Sín Ch?i,,
1228,13,T?nh ?i?n Biên,301,30113,Huy?n T?a Chùa,18,30113018,Xã Sính Phình,,
1229,13,T?nh ?i?n Biên,301,30113,Huy?n T?a Chùa,19,30113019,Xã T?a Thàng,,
1230,13,T?nh ?i?n Biên,301,30113,Huy?n T?a Chùa,20,30113020,Xã Sáng Nhè,,
1231,13,T?nh ?i?n Biên,301,30111,Huy?n M??ng Chà,21,30111021,Xã Na Sang,,
1232,13,T?nh ?i?n Biên,301,30111,Huy?n M??ng Chà,22,30111022,Xã M??ng Tùng,,
1233,13,T?nh ?i?n Biên,301,30111,Huy?n M??ng Chà,23,30111023,Xã Pa Ham,,
1234,13,T?nh ?i?n Biên,301,30111,Huy?n M??ng Chà,24,30111024,Xã N?m Nèn,,
1235,13,T?nh ?i?n Biên,301,30111,Huy?n M??ng Chà,25,30111025,Xã M??ng P?n,,
1236,13,T?nh ?i?n Biên,301,30119,Huy?n ?i?n Biên ?ông,26,30119026,Xã Na Son,,
1237,13,T?nh ?i?n Biên,301,30119,Huy?n ?i?n Biên ?ông,27,30119027,Xã Xa Dung,,
1238,13,T?nh ?i?n Biên,301,30119,Huy?n ?i?n Biên ?ông,28,30119028,Xã Pu Nhi,,
1239,13,T?nh ?i?n Biên,301,30119,Huy?n ?i?n Biên ?ông,29,30119029,Xã M??ng Luân,,
1240,13,T?nh ?i?n Biên,301,30119,Huy?n ?i?n Biên ?ông,30,30119030,Xã Tìa Dình,,
1241,13,T?nh ?i?n Biên,301,30119,Huy?n ?i?n Biên ?ông,31,30119031,Xã Phình Giàng,,
1242,13,T?nh ?i?n Biên,301,30123,Huy?n N?m P?,32,30123032,Xã M??ng Chà,,
1243,13,T?nh ?i?n Biên,301,30123,Huy?n N?m P?,33,30123033,Xã Nà H?,,
1244,13,T?nh ?i?n Biên,301,30123,Huy?n N?m P?,34,30123034,Xã Nà B?ng,,
1245,13,T?nh ?i?n Biên,301,30123,Huy?n N?m P?,35,30123035,Xã Chà T?,,
1246,13,T?nh ?i?n Biên,301,30123,Huy?n N?m P?,36,30123036,Xã Si Pa Phìn,,
1247,13,T?nh ?i?n Biên,301,30104,Huy?n M??ng Nhé,37,30104037,Xã M??ng Nhé,,
1248,13,T?nh ?i?n Biên,301,30104,Huy?n M??ng Nhé,38,30104038,Xã Sín Th?u,,
1249,13,T?nh ?i?n Biên,301,30104,Huy?n M??ng Nhé,39,30104039,Xã M??ng Toong,,
1250,13,T?nh ?i?n Biên,301,30104,Huy?n M??ng Nhé,40,30104040,Xã N?m Kè,,
1251,13,T?nh ?i?n Biên,301,30104,Huy?n M??ng Nhé,41,30104041,Xã Qu?ng Lâm,,
1252,13,T?nh ?i?n Biên,301,30121,Huy?n M??ng ?ng,42,30121042,Xã M??ng ?ng,,
1253,13,T?nh ?i?n Biên,301,30121,Huy?n M??ng ?ng,43,30121043,Xã Nà T?u,,
1254,13,T?nh ?i?n Biên,301,30121,Huy?n M??ng ?ng,44,30121044,Xã Búng Lao,,
1255,13,T?nh ?i?n Biên,301,30121,Huy?n M??ng ?ng,45,30121045,Xã M??ng L?n,,
1256,14,T?nh Lai Châu,302,30209,Huy?n Than Uyên,1,30209001,Xã M??ng Kim,,
1257,14,T?nh Lai Châu,302,30209,Huy?n Than Uyên,2,30209002,Xã Khoen On,,
1258,14,T?nh Lai Châu,302,30209,Huy?n Than Uyên,3,30209003,Xã Than Uyên,,
1259,14,T?nh Lai Châu,302,30209,Huy?n Than Uyên,4,30209004,Xã M??ng Than,,
1260,14,T?nh Lai Châu,302,30211,Huy?n Tân Uyên,5,30211005,Xã P?c Ta,,
1261,14,T?nh Lai Châu,302,30211,Huy?n Tân Uyên,6,30211006,Xã N?m So?,,
1262,14,T?nh Lai Châu,302,30211,Huy?n Tân Uyên,7,30211007,Xã Tân Uyên,,
1263,14,T?nh Lai Châu,302,30211,Huy?n Tân Uyên,8,30211008,Xã M??ng Khoa,,
1264,14,T?nh Lai Châu,302,30205,Huy?n Tam ???ng,9,30205009,Xã B?n Bo,,
1265,14,T?nh Lai Châu,302,30205,Huy?n Tam ???ng,10,30205010,Xã Bình L?,,
1266,14,T?nh Lai Châu,302,30205,Huy?n Tam ???ng,11,30205011,Xã T? Lèng,,
1267,14,T?nh Lai Châu,302,30205,Huy?n Tam ???ng,12,30205012,Xã Khun Há,,
1268,14,T?nh Lai Châu,302,30202,Thành ph? Lai Châu,13,30202013,Ph??ng Tân Phong,,
1269,14,T?nh Lai Châu,302,30202,Thành ph? Lai Châu,14,30202014,Ph??ng ?oàn K?t,,
1270,14,T?nh Lai Châu,302,30203,Huy?n Phong Th?,15,30203015,Xã Sin Su?i H?,,
1271,14,T?nh Lai Châu,302,30203,Huy?n Phong Th?,16,30203016,Xã Phong Th?,,
1272,14,T?nh Lai Châu,302,30203,Huy?n Phong Th?,17,30203017,Xã Sì L? L?u,,
1273,14,T?nh Lai Châu,302,30203,Huy?n Phong Th?,18,30203018,Xã Dào San,,
1274,14,T?nh Lai Châu,302,30203,Huy?n Phong Th?,19,30203019,Xã Kh?ng Lào,,
1275,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,20,30207020,Xã T?a Sín Ch?i,,
1276,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,21,30207021,Xã Sìn H?,,
1277,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,22,30207022,Xã H?ng Thu,,
1278,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,23,30207023,Xã N?m T?m,,
1279,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,24,30207024,Xã Pu Sam Cáp,,
1280,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,25,30207025,Xã N?m Cu?i,,
1281,14,T?nh Lai Châu,302,30207,Huy?n Sìn H?,26,30207026,Xã N?m M?,,
1282,14,T?nh Lai Châu,302,30213,Huy?n N?m Nhùn,27,30213027,Xã Lê L?i,,
1283,14,T?nh Lai Châu,302,30213,Huy?n N?m Nhùn,28,30213028,Xã N?m Hàng,,
1284,14,T?nh Lai Châu,302,30213,Huy?n N?m Nhùn,29,30213029,Xã M??ng Mô,,
1285,14,T?nh Lai Châu,302,30213,Huy?n N?m Nhùn,30,30213030,Xã Hua Bum,,
1286,14,T?nh Lai Châu,302,30213,Huy?n N?m Nhùn,31,30213031,Xã Pa T?n,,
1287,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,32,30201032,Xã Bum N?a,,
1288,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,33,30201033,Xã Bum T?,,
1289,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,34,30201034,Xã M??ng Tè,,
1290,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,35,30201035,Xã Thu L?m,,
1291,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,36,30201036,Xã Pa ?,,
1292,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,37,30201037,Xã Tà T?ng,,
1293,14,T?nh Lai Châu,302,30201,Huy?n M??ng Tè,38,30201038,Xã Mù C?,,
1294,15,T?nh S?n La,303,30301,Thành ph? S?n La,1,30301001,Ph??ng Tô Hi?u,,
1295,15,T?nh S?n La,303,30301,Thành ph? S?n La,2,30301002,Ph??ng Chi?ng An,,
1296,15,T?nh S?n La,303,30301,Thành ph? S?n La,3,30301003,Ph??ng Chi?ng C?i,,
1297,15,T?nh S?n La,303,30301,Thành ph? S?n La,4,30301004,Ph??ng Chi?ng Sinh,,
1298,15,T?nh S?n La,303,30319,Th? xã M?c Châu,5,30319005,Ph??ng M?c Châu,,
1299,15,T?nh S?n La,303,30319,Th? xã M?c Châu,6,30319006,Ph??ng M?c S?n,,
1300,15,T?nh S?n La,303,30319,Th? xã M?c Châu,7,30319007,Ph??ng Vân S?n,,
1301,15,T?nh S?n La,303,30319,Th? xã M?c Châu,8,30319008,Ph??ng Th?o Nguyên,,
1302,15,T?nh S?n La,303,30319,Th? xã M?c Châu,9,30319009,Xã ?oàn K?t,,
